epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,3477.25,1.20737,0.90061,1.37251,0.97235,0.79603,0.89413,0.56578,1.38202,0.77516,1.33403,0.00108172,0.00108172,0.00108172
35,3565.13,1.20343,0.88506,1.36393,0.963,0.77324,0.86568,0.51385,1.53973,0.8555,1.49679,0.00106242,0.00106242,0.00106242
36,3652.93,1.13871,0.84336,1.35795,0.94378,0.76726,0.86351,0.55016,1.40449,0.79579,1.38422,0.00104278,0.00104278,0.00104278
37,3742.15,1.18216,0.86153,1.35184,0.95764,0.81365,0.87866,0.59694,1.24735,0.82469,1.30024,0.00102282,0.00102282,0.00102282
38,3837.66,1.14929,0.80537,1.32227,0.85243,0.76143,0.8014,0.52775,1.34078,0.98103,1.4099,0.00100257,0.00100257,0.00100257
39,3924.99,1.15837,0.82392,1.33666,0.93709,0.82678,0.91286,0.61269,1.3041,0.67779,1.28746,0.00098204,0.00098204,0.00098204
40,4018.18,1.13272,0.79137,1.31994,0.94935,0.78091,0.88856,0.59597,1.23724,0.74618,1.28459,0.000961253,0.000961253,0.000961253
41,4105.52,1.13936,0.81175,1.31588,0.93125,0.81399,0.88437,0.59703,1.30723,0.7573,1.28821,0.00094023,0.00094023,0.00094023
42,4207.08,1.1177,0.79807,1.30317,0.94053,0.82312,0.91117,0.6512,1.13613,0.66216,1.19558,0.000918991,0.000918991,0.000918991
43,4306.64,1.11041,0.78369,1.31674,0.91767,0.86933,0.91309,0.60303,1.31931,0.66768,1.27614,0.000897557,0.000897557,0.000897557
44,4395.22,1.12962,0.7958,1.31289,0.94919,0.82031,0.90201,0.63037,1.17822,0.71268,1.2605,0.00087595,0.00087595,0.00087595
45,4484.5,1.11475,0.8019,1.31295,0.93681,0.85165,0.92101,0.63796,1.21837,0.64252,1.23908,0.00085419,0.00085419,0.00085419
46,4573.25,1.12983,0.78471,1.31363,0.90579,0.89217,0.92668,0.6139,1.29156,0.6573,1.26426,0.0008323,0.0008323,0.0008323
47,4661.19,1.07631,0.70665,1.27294,0.96288,0.82787,0.90545,0.6079,1.27315,0.68185,1.27799,0.0008103,0.0008103,0.0008103
48,4748.87,1.1029,0.75054,1.3018,0.93327,0.87034,0.91651,0.56122,1.4693,0.68057,1.36257,0.000788213,0.000788213,0.000788213
49,4835.85,1.09906,0.75605,1.30144,0.95889,0.83537,0.908,0.61172,1.27679,0.67268,1.27138,0.00076606,0.00076606,0.00076606
50,4923.48,1.05167,0.70424,1.26462,0.88981,0.88738,0.93015,0.62493,1.22126,0.61383,1.25581,0.000743864,0.000743864,0.000743864
51,5011.76,1.04897,0.72912,1.25994,0.96564,0.81634,0.91179,0.60371,1.25205,0.68921,1.28573,0.000721645,0.000721645,0.000721645
52,5109.74,1.06341,0.71826,1.26506,0.96463,0.7932,0.88895,0.60705,1.20009,0.77894,1.2617,0.000699426,0.000699426,0.000699426
53,5197.2,1.06756,0.7324,1.28644,0.94665,0.83206,0.90725,0.64633,1.09938,0.67474,1.20068,0.00067723,0.00067723,0.00067723
54,5285.52,1.04991,0.73485,1.26501,0.91225,0.85426,0.89152,0.58071,1.35517,0.77239,1.33625,0.000655077,0.000655077,0.000655077
55,5372.41,1.04544,0.71289,1.27091,0.93856,0.87955,0.93046,0.7131,0.90918,0.53384,1.11392,0.00063299,0.00063299,0.00063299
56,5466.2,1.01494,0.70973,1.25892,0.91741,0.87112,0.91816,0.69229,0.9226,0.60602,1.12725,0.00061099,0.00061099,0.00061099
57,5553.33,1.00765,0.69515,1.2398,0.97092,0.83919,0.91826,0.7042,0.91023,0.58759,1.14343,0.0005891,0.0005891,0.0005891
58,5641.86,1.01964,0.66783,1.24162,0.95627,0.84964,0.91574,0.68005,0.96756,0.61549,1.13025,0.00056734,0.00056734,0.00056734
59,5728.5,1.0149,0.69702,1.23131,0.93001,0.85874,0.90883,0.68782,0.97118,0.58858,1.14665,0.000545733,0.000545733,0.000545733
60,5814.67,0.99136,0.66116,1.22853,0.91427,0.83433,0.90668,0.67564,0.98234,0.67203,1.17147,0.000524299,0.000524299,0.000524299
61,5901.93,1.0013,0.67784,1.2258,0.9717,0.88228,0.93972,0.72085,0.90453,0.53675,1.09751,0.00050306,0.00050306,0.00050306
62,6014.98,0.96181,0.62943,1.20985,0.94371,0.88957,0.9368,0.63834,1.25819,0.59809,1.27261,0.000482037,0.000482037,0.000482037
63,6103.33,0.96026,0.64025,1.21645,0.94683,0.86353,0.94882,0.7457,0.86065,0.50917,1.06184,0.00046125,0.00046125,0.00046125
64,6200.89,0.98512,0.66132,1.22102,0.96915,0.86052,0.9315,0.74146,0.81064,0.52335,1.054,0.00044072,0.00044072,0.00044072
65,6288.75,0.97701,0.65725,1.21184,0.97428,0.86451,0.93859,0.73496,0.85951,0.49915,1.06783,0.000420468,0.000420468,0.000420468
66,6377.23,0.94747,0.61119,1.18768,0.94938,0.89577,0.93518,0.73315,0.85043,0.52058,1.08047,0.000400513,0.000400513,0.000400513
67,6463.65,0.95179,0.60865,1.19698,0.97306,0.88733,0.93836,0.75309,0.78316,0.49254,1.04522,0.000380874,0.000380874,0.000380874
68,6563.91,0.91832,0.60203,1.181,0.96702,0.86728,0.92837,0.73962,0.80437,0.52971,1.06393,0.000361572,0.000361572,0.000361572
69,6652.34,0.94438,0.60437,1.19823,0.93283,0.91883,0.94174,0.72265,0.94384,0.48449,1.09801,0.000342625,0.000342625,0.000342625
70,6739.13,0.92654,0.61902,1.18876,0.9661,0.89008,0.93914,0.77361,0.73403,0.46483,1.03756,0.000324053,0.000324053,0.000324053
71,6831.04,0.94923,0.61466,1.18971,0.97462,0.8785,0.94281,0.75476,0.82564,0.49627,1.04213,0.000305872,0.000305872,0.000305872
72,6930.03,0.90416,0.57981,1.17236,0.95719,0.88324,0.93186,0.73647,0.82516,0.49965,1.0484,0.000288102,0.000288102,0.000288102
73,7018.43,0.92832,0.61226,1.19077,0.96415,0.89989,0.94519,0.76516,0.78527,0.44998,1.03322,0.00027076,0.00027076,0.00027076
74,7107.33,0.8953,0.56991,1.15338,0.96044,0.90191,0.9491,0.74593,0.85815,0.46491,1.05434,0.000253863,0.000253863,0.000253863
75,7196.29,0.92645,0.59639,1.18529,0.9752,0.8875,0.94425,0.77527,0.74852,0.44452,1.02837,0.000237427,0.000237427,0.000237427
76,7291.43,0.9127,0.58992,1.18893,0.95971,0.89613,0.94547,0.74703,0.85844,0.45795,1.05001,0.000221469,0.000221469,0.000221469
77,7379.48,0.89994,0.5656,1.17039,0.93494,0.89658,0.93836,0.77524,0.72854,0.44462,1.01282,0.000206005,0.000206005,0.000206005
78,7468.62,0.89127,0.5722,1.16586,0.97353,0.89433,0.94492,0.75764,0.80098,0.43907,1.02995,0.00019105,0.00019105,0.00019105
79,7556.7,0.86972,0.54618,1.15415,0.94657,0.89701,0.93854,0.76654,0.72898,0.43493,1.01632,0.000176619,0.000176619,0.000176619
80,7645.14,0.89861,0.57725,1.16423,0.95181,0.91013,0.94265,0.74829,0.82136,0.45702,1.03995,0.000162725,0.000162725,0.000162725
81,7734.33,0.87317,0.54796,1.16358,0.95639,0.88769,0.93387,0.73704,0.8293,0.46917,1.05368,0.000149383,0.000149383,0.000149383
82,7835.06,0.84647,0.52545,1.13306,0.9679,0.88769,0.93693,0.73543,0.84362,0.46733,1.06577,0.000136605,0.000136605,0.000136605
83,7921.93,0.83531,0.52921,1.12186,0.98145,0.85932,0.94301,0.77196,0.74673,0.4349,1.02659,0.000124405,0.000124405,0.000124405
84,8010.9,0.8532,0.52994,1.13344,0.97286,0.87548,0.94475,0.77567,0.73312,0.41893,1.01097,0.000112795,0.000112795,0.000112795
85,8105.03,0.8666,0.5386,1.14796,0.97349,0.87195,0.94396,0.76896,0.74949,0.42962,1.02109,0.000101785,0.000101785,0.000101785
86,8192.77,0.85915,0.52882,1.14693,0.96344,0.90118,0.94998,0.76655,0.74887,0.42832,1.01461,9.13871e-05,9.13871e-05,9.13871e-05
87,8281.43,0.85969,0.52406,1.14909,0.94638,0.89776,0.94258,0.7594,0.77239,0.43191,1.02092,8.16111e-05,8.16111e-05,8.16111e-05
88,8369.25,0.84633,0.51702,1.14718,0.96793,0.89613,0.94317,0.76767,0.74948,0.43332,1.01069,7.24667e-05,7.24667e-05,7.24667e-05
89,8456.01,0.83503,0.52504,1.12798,0.94544,0.90633,0.9403,0.75858,0.76733,0.446,1.01627,6.3963e-05,6.3963e-05,6.3963e-05
90,8543.58,0.84494,0.51087,1.12495,0.95046,0.90342,0.9433,0.77767,0.73127,0.42759,1.00851,5.61083e-05,5.61083e-05,5.61083e-05
91,8641.48,0.70163,0.41326,1.04538,0.98136,0.87428,0.94768,0.77132,0.72926,0.42052,1.00941,4.89104e-05,4.89104e-05,4.89104e-05
92,8739.32,0.7029,0.39783,1.05732,0.98402,0.8785,0.94613,0.779,0.71863,0.41082,1.01499,4.23765e-05,4.23765e-05,4.23765e-05
93,8828.69,0.69602,0.37824,1.03682,0.97131,0.88264,0.94528,0.7825,0.71774,0.41116,1.01643,3.65129e-05,3.65129e-05,3.65129e-05
94,8917.9,0.68249,0.3712,1.04113,0.98336,0.87006,0.94467,0.78264,0.70361,0.42154,1.00853,3.13254e-05,3.13254e-05,3.13254e-05
95,9007.75,0.68104,0.35309,1.0186,0.98891,0.88012,0.94574,0.7903,0.69808,0.40817,1.00476,2.68192e-05,2.68192e-05,2.68192e-05
96,9095.02,0.68103,0.37452,1.03935,0.98573,0.87428,0.94657,0.7892,0.69907,0.4148,1.00669,2.29987e-05,2.29987e-05,2.29987e-05
97,9174.53,0.69163,0.37502,1.03533,0.94447,0.90647,0.94601,0.78029,0.71261,0.41693,1.00736,1.98677e-05,1.98677e-05,1.98677e-05
98,9255.94,0.6759,0.36177,1.02958,0.97816,0.88588,0.94884,0.77717,0.73325,0.4145,1.01599,1.74293e-05,1.74293e-05,1.74293e-05
99,9335.67,0.65725,0.3572,1.01932,0.98163,0.88621,0.94873,0.7775,0.73015,0.40858,1.01354,1.56858e-05,1.56858e-05,1.56858e-05
100,9417.94,0.67195,0.3568,1.03473,0.97797,0.88564,0.94725,0.78276,0.72234,0.40768,1.00922,1.4639e-05,1.4639e-05,1.4639e-05
1,295.875,1.34076,2.38926,1.4942,0.16741,0.62302,0.20587,0.10921,1.70583,inf,2.08322,0.000467346,0.000467346,0.000467346
2,407.712,1.58536,1.791,1.70311,0.00566,0.04425,0.00161,0.00106,nan,nan,nan,0.000943449,0.000943449,0.000943449
3,491.156,1.65232,1.76739,1.73557,0.08076,0.05937,0.01575,0.00539,4.5388,612.718,27.2548,0.00141863,0.00141863,0.00141863
4,574.569,1.70277,1.7962,1.75586,0.43161,0.4249,0.35988,0.1859,1.89937,4.15006,2.08127,0.00142586,0.00142586,0.00142586
5,663.013,1.58773,1.60341,1.68233,0.59009,0.55635,0.5623,0.33632,1.66356,2.72027,1.82841,0.00142342,0.00142342,0.00142342
6,753.313,1.59445,1.59824,1.66758,0.71838,0.51393,0.58085,0.33251,1.65354,2.0405,1.71975,0.00142029,0.00142029,0.00142029
7,835.504,1.54208,1.50587,1.64718,0.47687,0.53912,0.52076,0.26342,1.92171,1.8398,1.96849,0.00141647,0.00141647,0.00141647
8,917.107,1.50103,1.41161,1.61011,0.82204,0.58632,0.68771,0.37977,1.70449,1.48567,1.65873,0.00141196,0.00141196,0.00141196
9,1005.69,1.4785,1.33655,1.57226,0.78967,0.64138,0.71029,0.41879,1.56123,1.36469,1.56859,0.00140678,0.00140678,0.00140678
10,1095.1,1.45145,1.34143,1.57956,0.89864,0.69986,0.76668,0.47133,1.4403,1.25998,1.47252,0.00140091,0.00140091,0.00140091
11,1183.1,1.39344,1.21071,1.51522,0.7191,0.70571,0.73121,0.47514,1.40386,1.24805,1.45498,0.00139438,0.00139438,0.00139438
12,1277.29,1.41834,1.22865,1.53242,0.87363,0.73072,0.80406,0.50122,1.38997,1.17064,1.45073,0.00138718,0.00138718,0.00138718
13,1366.74,1.41789,1.23597,1.52509,0.81632,0.71685,0.77687,0.44734,1.62024,1.1815,1.57861,0.00137933,0.00137933,0.00137933
14,1449,1.38703,1.18105,1.53917,0.82422,0.76959,0.77991,0.46484,1.53677,1.09228,1.47379,0.00137082,0.00137082,0.00137082
15,1530.16,1.35957,1.16351,1.49102,0.85031,0.72075,0.77673,0.4481,1.63172,1.27002,1.56926,0.00136168,0.00136168,0.00136168
16,1612.33,1.36933,1.18782,1.50303,0.90363,0.73883,0.80439,0.45219,1.63354,1.11063,1.58723,0.0013519,0.0013519,0.0013519
17,1694.36,1.33611,1.11428,1.45221,0.86191,0.77055,0.82742,0.5063,1.45787,1.01287,1.44779,0.0013415,0.0013415,0.0013415
18,1780.68,1.27906,1.04227,1.42504,0.92444,0.71083,0.82358,0.48043,1.57289,1.04327,1.56079,0.0013305,0.0013305,0.0013305
19,1861.39,1.32961,1.06649,1.45135,0.90671,0.68347,0.76061,0.45747,1.56689,1.21225,1.53896,0.00131888,0.00131888,0.00131888
20,1941.33,1.2947,1.04705,1.43536,0.87995,0.75446,0.83859,0.49863,1.46818,0.98258,1.45797,0.00130668,0.00130668,0.00130668
21,2022.88,1.28882,1.04431,1.44407,0.92486,0.77677,0.85524,0.58764,1.22178,0.96756,1.30455,0.00129391,0.00129391,0.00129391
22,2121.58,1.26508,0.98764,1.42692,0.90071,0.8112,0.87874,0.51453,1.54211,0.83492,1.46661,0.00128057,0.00128057,0.00128057
23,2202.35,1.30309,1.03586,1.45706,0.89803,0.76663,0.84414,0.54847,1.34927,0.95446,1.39072,0.00126667,0.00126667,0.00126667
24,2284.75,1.27012,1.0141,1.43195,0.88456,0.68424,0.75913,0.48071,1.48802,1.17917,1.49123,0.00125224,0.00125224,0.00125224
25,2365.66,1.26732,1.01346,1.41768,0.86225,0.75496,0.80147,0.5097,1.45339,1.11106,1.47233,0.00123728,0.00123728,0.00123728
26,2444.8,1.27142,1.00512,1.42702,0.91747,0.76755,0.85262,0.55998,1.34977,0.95632,1.39405,0.00122182,0.00122182,0.00122182
27,2525.95,1.25982,0.95723,1.42245,0.87658,0.75946,0.81035,0.49274,1.53578,1.01514,1.52446,0.00120586,0.00120586,0.00120586
28,2605.86,1.23115,0.94517,1.40065,0.91031,0.79317,0.8482,0.54506,1.37999,0.90383,1.39659,0.00118943,0.00118943,0.00118943
29,2686.7,1.21232,0.91524,1.38512,0.93646,0.81854,0.87747,0.58516,1.27162,0.75923,1.33347,0.00117253,0.00117253,0.00117253
30,2767.87,1.23979,0.93577,1.40026,0.85788,0.72708,0.79891,0.48675,1.53517,1.01293,1.48705,0.00115519,0.00115519,0.00115519
31,2849.38,1.17534,0.8925,1.35067,0.93592,0.81056,0.86432,0.5514,1.35971,0.82747,1.34703,0.00113742,0.00113742,0.00113742
32,2942.42,1.21702,0.90931,1.40615,0.92891,0.8323,0.89232,0.56854,1.38161,0.76039,1.36649,0.00111924,0.00111924,0.00111924
33,3024.08,1.22334,0.96647,1.39074,0.86046,0.75191,0.8094,0.54666,1.3183,0.92983,1.39713,0.00110066,0.00110066,0.00110066
34,3105.92,1.20737,0.90061,1.37251,0.97235,0.79603,0.89414,0.56587,1.38202,0.77516,1.33403,0.00108172,0.00108172,0.00108172
35,3186.2,1.20343,0.88506,1.36393,0.963,0.77324,0.86561,0.51377,1.53973,0.8555,1.49679,0.00106242,0.00106242,0.00106242
36,3266.99,1.13871,0.84336,1.35795,0.93419,0.76787,0.86361,0.55014,1.40449,0.79579,1.38422,0.00104278,0.00104278,0.00104278
37,3348.84,1.18216,0.86153,1.35184,0.95764,0.81365,0.87865,0.59689,1.24735,0.82469,1.30024,0.00102282,0.00102282,0.00102282
38,3435.23,1.14929,0.80537,1.32227,0.85243,0.76143,0.80141,0.52789,1.34078,0.98103,1.4099,0.00100257,0.00100257,0.00100257
39,3516.82,1.15837,0.82392,1.33666,0.93709,0.82678,0.91287,0.61275,1.3041,0.67779,1.28746,0.00098204,0.00098204,0.00098204
40,3603.23,1.13272,0.79137,1.31994,0.94935,0.78091,0.88855,0.59597,1.23724,0.74618,1.28459,0.000961253,0.000961253,0.000961253
41,3683.16,1.13936,0.81175,1.31588,0.93125,0.81399,0.88436,0.59709,1.30723,0.7573,1.28821,0.00094023,0.00094023,0.00094023
42,3776.68,1.1177,0.79807,1.30317,0.94053,0.82312,0.91122,0.65137,1.13613,0.66216,1.19558,0.000918991,0.000918991,0.000918991
43,3864.5,1.11041,0.78369,1.31674,0.91767,0.86933,0.91309,0.60311,1.31931,0.66768,1.27614,0.000897557,0.000897557,0.000897557
44,3944.84,1.12962,0.7958,1.31289,0.94839,0.81799,0.90207,0.63035,1.17822,0.71268,1.2605,0.00087595,0.00087595,0.00087595
45,4027.21,1.11475,0.8019,1.31295,0.93681,0.85165,0.9211,0.63796,1.21837,0.64252,1.23908,0.00085419,0.00085419,0.00085419
1,81.8588,1.34076,2.38926,1.4942,0.16741,0.62302,0.20587,0.10921,1.70583,inf,2.08322,0.000467346,0.000467346,0.000467346
2,201.062,1.58536,1.791,1.70311,0.00566,0.04425,0.00161,0.00106,nan,nan,nan,0.000943449,0.000943449,0.000943449
3,283.148,1.65232,1.76739,1.73557,0.08076,0.05937,0.01575,0.00539,4.5388,612.718,27.2548,0.00141863,0.00141863,0.00141863
4,365.954,1.70277,1.7962,1.75586,0.43161,0.4249,0.35988,0.1859,1.89937,4.15006,2.08127,0.00142586,0.00142586,0.00142586
5,458.281,1.58773,1.60341,1.68233,0.59009,0.55635,0.5623,0.33632,1.66356,2.72027,1.82841,0.00142342,0.00142342,0.00142342
6,546.865,1.59445,1.59824,1.66758,0.71838,0.51393,0.58085,0.33251,1.65354,2.0405,1.71975,0.00142029,0.00142029,0.00142029
7,629.056,1.54208,1.50587,1.64718,0.47687,0.53912,0.52076,0.26342,1.92171,1.8398,1.96849,0.00141647,0.00141647,0.00141647
8,711.492,1.50103,1.41161,1.61011,0.82204,0.58632,0.68771,0.37977,1.70449,1.48567,1.65873,0.00141196,0.00141196,0.00141196
9,799.527,1.4785,1.33655,1.57226,0.78967,0.64138,0.71029,0.41879,1.56123,1.36469,1.56859,0.00140678,0.00140678,0.00140678
10,887.737,1.45145,1.34143,1.57956,0.89864,0.69986,0.76668,0.47133,1.4403,1.25998,1.47252,0.00140091,0.00140091,0.00140091
11,975.348,1.39344,1.21071,1.51522,0.7191,0.70571,0.73121,0.47514,1.40386,1.24805,1.45498,0.00139438,0.00139438,0.00139438
12,1068,1.41834,1.22865,1.53242,0.87363,0.73072,0.80406,0.50122,1.38997,1.17064,1.45073,0.00138718,0.00138718,0.00138718
13,1157.08,1.41789,1.23597,1.52509,0.81632,0.71685,0.77687,0.44734,1.62024,1.1815,1.57861,0.00137933,0.00137933,0.00137933
14,1239.01,1.38703,1.18105,1.53917,0.82422,0.76959,0.77991,0.46484,1.53677,1.09228,1.47379,0.00137082,0.00137082,0.00137082
15,1320.3,1.35957,1.16351,1.49102,0.85031,0.72075,0.77673,0.4481,1.63172,1.27002,1.56926,0.00136168,0.00136168,0.00136168
16,1401.51,1.36933,1.18782,1.50303,0.90363,0.73883,0.80439,0.45219,1.63354,1.11063,1.58723,0.0013519,0.0013519,0.0013519
17,1484.03,1.33611,1.11428,1.45221,0.86191,0.77055,0.82742,0.5063,1.45787,1.01287,1.44779,0.0013415,0.0013415,0.0013415
18,1570.9,1.27906,1.04227,1.42504,0.92444,0.71083,0.82358,0.48043,1.57289,1.04327,1.56079,0.0013305,0.0013305,0.0013305
19,1652.67,1.32961,1.06649,1.45135,0.90671,0.68347,0.76061,0.45747,1.56689,1.21225,1.53896,0.00131888,0.00131888,0.00131888
20,1734.79,1.2947,1.04705,1.43536,0.87995,0.75446,0.83859,0.49863,1.46818,0.98258,1.45797,0.00130668,0.00130668,0.00130668
21,1814.69,1.28882,1.04431,1.44407,0.92486,0.77677,0.85524,0.58764,1.22178,0.96756,1.30455,0.00129391,0.00129391,0.00129391
22,1917.42,1.26508,0.98764,1.42692,0.90071,0.8112,0.87874,0.51453,1.54211,0.83492,1.46661,0.00128057,0.00128057,0.00128057
23,1998.51,1.30309,1.03586,1.45706,0.89803,0.76663,0.84414,0.54847,1.34927,0.95446,1.39072,0.00126667,0.00126667,0.00126667
24,2082.52,1.27012,1.0141,1.43195,0.88456,0.68424,0.75913,0.48071,1.48802,1.17917,1.49123,0.00125224,0.00125224,0.00125224
25,2164.39,1.26732,1.01346,1.41768,0.86225,0.75496,0.80147,0.5097,1.45339,1.11106,1.47233,0.00123728,0.00123728,0.00123728
26,2246.27,1.27142,1.00512,1.42702,0.91747,0.76755,0.85262,0.55998,1.34977,0.95632,1.39405,0.00122182,0.00122182,0.00122182
27,2328.35,1.25982,0.95723,1.42245,0.87658,0.75946,0.81035,0.49274,1.53578,1.01514,1.52446,0.00120586,0.00120586,0.00120586
28,2410.18,1.23115,0.94517,1.40065,0.91031,0.79317,0.8482,0.54506,1.37999,0.90383,1.39659,0.00118943,0.00118943,0.00118943
29,2492.41,1.21232,0.91524,1.38512,0.93646,0.81854,0.87747,0.58516,1.27162,0.75923,1.33347,0.00117253,0.00117253,0.00117253
30,2574.9,1.23979,0.93577,1.40026,0.85788,0.72708,0.79891,0.48675,1.53517,1.01293,1.48705,0.00115519,0.00115519,0.00115519
31,2656.69,1.17534,0.8925,1.35067,0.93592,0.81056,0.86432,0.5514,1.35971,0.82747,1.34703,0.00113742,0.00113742,0.00113742
32,2751.22,1.21702,0.90931,1.40615,0.92891,0.8323,0.89232,0.56854,1.38161,0.76039,1.36649,0.00111924,0.00111924,0.00111924
33,2833.29,1.22334,0.96647,1.39074,0.86046,0.75191,0.8094,0.54666,1.3183,0.92983,1.39713,0.00110066,0.00110066,0.00110066
34,2915.64,1.20737,0.90061,1.37251,0.97235,0.79603,0.89414,0.56587,1.38202,0.77516,1.33403,0.00108172,0.00108172,0.00108172
35,2999.53,1.20343,0.88506,1.36393,0.963,0.77324,0.86561,0.51377,1.53973,0.8555,1.49679,0.00106242,0.00106242,0.00106242
36,3079.14,1.13871,0.84336,1.35795,0.93419,0.76787,0.86361,0.55014,1.40449,0.79579,1.38422,0.00104278,0.00104278,0.00104278
37,3161.71,1.18216,0.86153,1.35184,0.95764,0.81365,0.87865,0.59689,1.24735,0.82469,1.30024,0.00102282,0.00102282,0.00102282
38,3252.09,1.14929,0.80537,1.32227,0.85243,0.76143,0.80141,0.52789,1.34078,0.98103,1.4099,0.00100257,0.00100257,0.00100257
39,3332.73,1.15837,0.82392,1.33666,0.93709,0.82678,0.91287,0.61275,1.3041,0.67779,1.28746,0.00098204,0.00098204,0.00098204
40,3428.15,1.13272,0.79137,1.31994,0.94935,0.78091,0.88855,0.59597,1.23724,0.74618,1.28459,0.000961253,0.000961253,0.000961253
41,3510.97,1.13936,0.81175,1.31588,0.93125,0.81399,0.88436,0.59709,1.30723,0.7573,1.28821,0.00094023,0.00094023,0.00094023
42,3604.5,1.1177,0.79807,1.30317,0.94053,0.82312,0.91122,0.65137,1.13613,0.66216,1.19558,0.000918991,0.000918991,0.000918991
43,3699.26,1.11041,0.78369,1.31674,0.91767,0.86933,0.91309,0.60311,1.31931,0.66768,1.27614,0.000897557,0.000897557,0.000897557
44,3781.68,1.12962,0.7958,1.31289,0.94839,0.81799,0.90207,0.63035,1.17822,0.71268,1.2605,0.00087595,0.00087595,0.00087595
45,3864.99,1.11475,0.8019,1.31295,0.93681,0.85165,0.9211,0.63796,1.21837,0.64252,1.23908,0.00085419,0.00085419,0.00085419
46,3947.18,1.12983,0.78471,1.31363,0.90579,0.89217,0.92667,0.61405,1.29156,0.6573,1.26426,0.0008323,0.0008323,0.0008323
47,4028.72,1.07631,0.70665,1.27294,0.96288,0.82787,0.90538,0.60804,1.27315,0.68185,1.27799,0.0008103,0.0008103,0.0008103
48,4110.67,1.1029,0.75054,1.3018,0.93327,0.87034,0.91649,0.5612,1.4693,0.68057,1.36257,0.000788213,0.000788213,0.000788213
49,4194.64,1.09906,0.75605,1.30144,0.95889,0.83537,0.90799,0.61165,1.27679,0.67268,1.27138,0.00076606,0.00076606,0.00076606
50,4276.79,1.05167,0.70424,1.26462,0.88981,0.88738,0.93015,0.62459,1.22126,0.61383,1.25581,0.000743864,0.000743864,0.000743864
51,4357.25,1.04897,0.72912,1.25994,0.96564,0.81634,0.91178,0.60383,1.25205,0.68921,1.28573,0.000721645,0.000721645,0.000721645
52,4450.55,1.06341,0.71826,1.26506,0.96463,0.7932,0.88894,0.60707,1.20009,0.77894,1.2617,0.000699426,0.000699426,0.000699426
53,4532.61,1.06756,0.7324,1.28644,0.94665,0.83206,0.90728,0.64623,1.09938,0.67474,1.20068,0.00067723,0.00067723,0.00067723
54,4613.63,1.04991,0.73485,1.26501,0.91225,0.85426,0.89156,0.58059,1.35517,0.77239,1.33625,0.000655077,0.000655077,0.000655077
55,4694.84,1.04544,0.71289,1.27091,0.93856,0.87955,0.93052,0.71319,0.90918,0.53384,1.11392,0.00063299,0.00063299,0.00063299
56,4785,1.01494,0.70973,1.25892,0.91741,0.87112,0.91815,0.6924,0.9226,0.60602,1.12725,0.00061099,0.00061099,0.00061099
57,4864.28,1.00765,0.69515,1.2398,0.97092,0.83919,0.91818,0.7042,0.91023,0.58759,1.14343,0.0005891,0.0005891,0.0005891
58,4945.89,1.01964,0.66783,1.24162,0.95627,0.84964,0.91574,0.68012,0.96756,0.61549,1.13025,0.00056734,0.00056734,0.00056734
59,5027.9,1.0149,0.69702,1.23131,0.93001,0.85874,0.90883,0.68785,0.97118,0.58858,1.14665,0.000545733,0.000545733,0.000545733
60,5108.34,0.99136,0.66116,1.22853,0.91427,0.83433,0.90672,0.6757,0.98234,0.67203,1.17147,0.000524299,0.000524299,0.000524299
61,5189.77,1.0013,0.67784,1.2258,0.9717,0.88228,0.93971,0.72084,0.90453,0.53675,1.09751,0.00050306,0.00050306,0.00050306
62,5290.58,0.96181,0.62943,1.20985,0.94371,0.88957,0.93678,0.63837,1.25819,0.59809,1.27261,0.000482037,0.000482037,0.000482037
63,5372.19,0.96026,0.64025,1.21645,0.94683,0.86353,0.94888,0.74576,0.86065,0.50917,1.06184,0.00046125,0.00046125,0.00046125
64,5462.84,0.98512,0.66132,1.22102,0.96915,0.86052,0.93143,0.7414,0.81064,0.52335,1.054,0.00044072,0.00044072,0.00044072
65,5545.54,0.97701,0.65725,1.21184,0.97428,0.86451,0.93859,0.7348,0.85951,0.49915,1.06783,0.000420468,0.000420468,0.000420468
66,5626.3,0.94747,0.61119,1.18768,0.94938,0.89577,0.93518,0.73316,0.85043,0.52058,1.08047,0.000400513,0.000400513,0.000400513
67,5708.93,0.95179,0.60865,1.19698,0.97306,0.88733,0.93845,0.75314,0.78316,0.49254,1.04522,0.000380874,0.000380874,0.000380874
68,5802.18,0.91832,0.60203,1.181,0.96702,0.86728,0.92837,0.73976,0.80437,0.52971,1.06393,0.000361572,0.000361572,0.000361572
69,5884.98,0.94438,0.60437,1.19823,0.93283,0.91883,0.94174,0.72277,0.94384,0.48449,1.09801,0.000342625,0.000342625,0.000342625
70,5965.14,0.92654,0.61902,1.18876,0.9661,0.89008,0.93914,0.77369,0.73403,0.46483,1.03756,0.000324053,0.000324053,0.000324053
71,6056.96,0.94923,0.61466,1.18971,0.97462,0.8785,0.94285,0.75475,0.82564,0.49627,1.04213,0.000305872,0.000305872,0.000305872
72,6148.47,0.90416,0.57981,1.17236,0.95719,0.88324,0.93186,0.73664,0.82516,0.49965,1.0484,0.000288102,0.000288102,0.000288102
